Country Name,Country Code,Series Name,Years,Values
Mexico,MEX,Fixed broadband subscriptions (per 100 people),2013,10.7719
Mexico,MEX,Mobile cellular subscriptions (per 100 people),2013,90.2012
Mexico,MEX,Electric power consumption (kWh per capita),2013,2152.84187845165
Mexico,MEX,Secure Internet servers (per 1 million people),2013,31.7380986967497
"Micronesia, Fed. Sts.",FSM,Container port traffic (TEU: 20 foot equivalent units),2013,9269.688
"Micronesia, Fed. Sts.",FSM,Fixed broadband subscriptions (per 100 people),2013,1.90805
"Micronesia, Fed. Sts.",FSM,Mobile cellular subscriptions (per 100 people),2013,29.0351
"Micronesia, Fed. Sts.",FSM,Secure Internet servers (per 1 million people),2013,101.73786775927
Moldova,MDA,Container port traffic (TEU: 20 foot equivalent units),2013,472.614
Moldova,MDA,Fixed broadband subscriptions (per 100 people),2013,13.7695
Moldova,MDA,Mobile cellular subscriptions (per 100 people),2013,108.452
Moldova,MDA,Electric power consumption (kWh per capita),2013,1880.01082684807
Moldova,MDA,Secure Internet servers (per 1 million people),2013,58.750338339002
Monaco,MCO,Fixed broadband subscriptions (per 100 people),2013,47.6655
Monaco,MCO,Mobile cellular subscriptions (per 100 people),2013,100.048
Monaco,MCO,Secure Internet servers (per 1 million people),2013,4034.19189212063
Mongolia,MNG,Fixed broadband subscriptions (per 100 people),2013,4.89954
Mongolia,MNG,Mobile cellular subscriptions (per 100 people),2013,100.901
Mongolia,MNG,Electric power consumption (kWh per capita),2013,1882.71103490121
Mongolia,MNG,Secure Internet servers (per 1 million people),2013,40.3585912575013
Montenegro,MNE,Container port traffic (TEU: 20 foot equivalent units),2013,33029
Montenegro,MNE,Fixed broadband subscriptions (per 100 people),2013,15.117
Montenegro,MNE,Mobile cellular subscriptions (per 100 people),2013,156.964
Montenegro,MNE,Electric power consumption (kWh per capita),2013,4564.82387200504
Montenegro,MNE,Secure Internet servers (per 1 million people),2013,57.8232439803594
Morocco,MAR,Container port traffic (TEU: 20 foot equivalent units),2013,3526437
Morocco,MAR,Fixed broadband subscriptions (per 100 people),2013,2.49778
Morocco,MAR,Mobile cellular subscriptions (per 100 people),2013,125.56
Morocco,MAR,Electric power consumption (kWh per capita),2013,850.223888541736
Morocco,MAR,Secure Internet servers (per 1 million people),2013,5.38659615395259
Mozambique,MOZ,Container port traffic (TEU: 20 foot equivalent units),2013,244500
Mozambique,MOZ,Fixed broadband subscriptions (per 100 people),2013,0.11517
Mozambique,MOZ,Mobile cellular subscriptions (per 100 people),2013,49.503
Mozambique,MOZ,Electric power consumption (kWh per capita),2013,486.036606587896
Mozambique,MOZ,Secure Internet servers (per 1 million people),2013,2.43497314404251
Myanmar,MMR,Container port traffic (TEU: 20 foot equivalent units),2013,567156
Myanmar,MMR,Mobile cellular subscriptions (per 100 people),2013,13.5934
Myanmar,MMR,Electric power consumption (kWh per capita),2013,191.255305280513
Myanmar,MMR,Secure Internet servers (per 1 million people),2013,0.179059372466932
Namibia,NAM,Container port traffic (TEU: 20 foot equivalent units),2013,301817
Namibia,NAM,Fixed broadband subscriptions (per 100 people),2013,1.58668
Namibia,NAM,Mobile cellular subscriptions (per 100 people),2013,121.106
Namibia,NAM,Electric power consumption (kWh per capita),2013,1687.45238640662
Namibia,NAM,Secure Internet servers (per 1 million people),2013,32.852269559087
Nauru,NRU,Container port traffic (TEU: 20 foot equivalent units),2013,5563.455
Nauru,NRU,Secure Internet servers (per 1 million people),2013,0
Nepal,NPL,Fixed broadband subscriptions (per 100 people),2013,1.12888
Nepal,NPL,Mobile cellular subscriptions (per 100 people),2013,77.4277
Nepal,NPL,Electric power consumption (kWh per capita),2013,133.309189316301
Nepal,NPL,Secure Internet servers (per 1 million people),2013,2.86335670363997
Netherlands,NLD,Container port traffic (TEU: 20 foot equivalent units),2013,11751977
Netherlands,NLD,Fixed broadband subscriptions (per 100 people),2013,40.0305
Netherlands,NLD,Mobile cellular subscriptions (per 100 people),2013,114.734
Netherlands,NLD,Electric power consumption (kWh per capita),2013,6827.60357505687
Netherlands,NLD,Secure Internet servers (per 1 million people),2013,5668.32607017006
New Caledonia,NCL,Container port traffic (TEU: 20 foot equivalent units),2013,95000
New Caledonia,NCL,Fixed broadband subscriptions (per 100 people),2013,19.3626
New Caledonia,NCL,Mobile cellular subscriptions (per 100 people),2013,86.8789
New Caledonia,NCL,Secure Internet servers (per 1 million people),2013,361.242964793261
New Zealand,NZL,Container port traffic (TEU: 20 foot equivalent units),2013,2665079
New Zealand,NZL,Fixed broadband subscriptions (per 100 people),2013,29.5475
New Zealand,NZL,Mobile cellular subscriptions (per 100 people),2013,107.009
New Zealand,NZL,Electric power consumption (kWh per capita),2013,9201.95403075122
New Zealand,NZL,Secure Internet servers (per 1 million people),2013,3193.98482699624
Nicaragua,NIC,Container port traffic (TEU: 20 foot equivalent units),2013,97731
Nicaragua,NIC,Fixed broadband subscriptions (per 100 people),2013,2.20071
Nicaragua,NIC,Mobile cellular subscriptions (per 100 people),2013,113.789
Nicaragua,NIC,Electric power consumption (kWh per capita),2013,538.784009278315
Nicaragua,NIC,Secure Internet servers (per 1 million people),2013,12.8679803704809
Niger,NER,Fixed broadband subscriptions (per 100 people),2013,0.0345574
Niger,NER,Mobile cellular subscriptions (per 100 people),2013,37.8312
Niger,NER,Electric power consumption (kWh per capita),2013,48.2184081143427
Niger,NER,Secure Internet servers (per 1 million people),2013,0.269979888658134
Nigeria,NGA,Container port traffic (TEU: 20 foot equivalent units),2013,1696000
Nigeria,NGA,Fixed broadband subscriptions (per 100 people),2013,0.00830988
Nigeria,NGA,Mobile cellular subscriptions (per 100 people),2013,70.2825
Nigeria,NGA,Electric power consumption (kWh per capita),2013,159.895548532563
Nigeria,NGA,Secure Internet servers (per 1 million people),2013,2.10992087945833
North Macedonia,MKD,Fixed broadband subscriptions (per 100 people),2013,16.8127
North Macedonia,MKD,Mobile cellular subscriptions (per 100 people),2013,111.125
North Macedonia,MKD,Electric power consumption (kWh per capita),2013,3833.63949746088
North Macedonia,MKD,Secure Internet servers (per 1 million people),2013,70.2131776091737
Northern Mariana Islands,MNP,Container port traffic (TEU: 20 foot equivalent units),2013,41462.1
Northern Mariana Islands,MNP,Secure Internet servers (per 1 million people),2013,454.907312635051
Norway,NOR,Container port traffic (TEU: 20 foot equivalent units),2013,707041
Norway,NOR,Fixed broadband subscriptions (per 100 people),2013,37.6117
Norway,NOR,Mobile cellular subscriptions (per 100 people),2013,112.046
Norway,NOR,Electric power consumption (kWh per capita),2013,23821.8466212945
Norway,NOR,Secure Internet servers (per 1 million people),2013,3211.2619381399
Oman,OMN,Container port traffic (TEU: 20 foot equivalent units),2013,3921037
Oman,OMN,Fixed broadband subscriptions (per 100 people),2013,4.09822
Oman,OMN,Mobile cellular subscriptions (per 100 people),2013,149.209
Oman,OMN,Electric power consumption (kWh per capita),2013,6095.59997840327
Oman,OMN,Secure Internet servers (per 1 million people),2013,73.2932646098125
Pakistan,PAK,Container port traffic (TEU: 20 foot equivalent units),2013,2252000
Pakistan,PAK,Fixed broadband subscriptions (per 100 people),2013,0.771343
Pakistan,PAK,Mobile cellular subscriptions (per 100 people),2013,60.5178
Pakistan,PAK,Electric power consumption (kWh per capita),2013,414.845073891581
Pakistan,PAK,Secure Internet servers (per 1 million people),2013,1.55395754184346
Palau,PLW,Container port traffic (TEU: 20 foot equivalent units),2013,23547.92
Palau,PLW,Fixed broadband subscriptions (per 100 people),2013,10.2278
Palau,PLW,Mobile cellular subscriptions (per 100 people),2013,101.683
Palau,PLW,Secure Internet servers (per 1 million people),2013,169.990933816863
Panama,PAN,Container port traffic (TEU: 20 foot equivalent units),2013,6538075
Panama,PAN,Fixed broadband subscriptions (per 100 people),2013,8.03241
Panama,PAN,Mobile cellular subscriptions (per 100 people),2013,162.199
Panama,PAN,Electric power consumption (kWh per capita),2013,2027.53802352687
Panama,PAN,Secure Internet servers (per 1 million people),2013,258.801269119597
Papua New Guinea,PNG,Fixed broadband subscriptions (per 100 people),2013,0.1361
Papua New Guinea,PNG,Mobile cellular subscriptions (per 100 people),2013,36.1328
Papua New Guinea,PNG,Secure Internet servers (per 1 million people),2013,7.22656659317248
Paraguay,PRY,Container port traffic (TEU: 20 foot equivalent units),2013,10028
Paraguay,PRY,Fixed broadband subscriptions (per 100 people),2013,2.61726
Paraguay,PRY,Mobile cellular subscriptions (per 100 people),2013,117.9
Paraguay,PRY,Electric power consumption (kWh per capita),2013,1612.71854567823
Paraguay,PRY,Secure Internet servers (per 1 million people),2013,25.7419834198225
Peru,PER,Container port traffic (TEU: 20 foot equivalent units),2013,2064981
Peru,PER,Fixed broadband subscriptions (per 100 people),2013,5.40887
Peru,PER,Mobile cellular subscriptions (per 100 people),2013,99.9174
Peru,PER,Electric power consumption (kWh per capita),2013,1305.99321837315
Peru,PER,Secure Internet servers (per 1 million people),2013,29.2441601977656
Philippines,PHL,Container port traffic (TEU: 20 foot equivalent units),2013,5955137
Philippines,PHL,Fixed broadband subscriptions (per 100 people),2013,2.52047
Philippines,PHL,Mobile cellular subscriptions (per 100 people),2013,100.732
Philippines,PHL,Electric power consumption (kWh per capita),2013,661.514731484876
Philippines,PHL,Secure Internet servers (per 1 million people),2013,12.0791953190796
Poland,POL,Container port traffic (TEU: 20 foot equivalent units),2013,1969530
Poland,POL,Fixed broadband subscriptions (per 100 people),2013,18.3774
Poland,POL,Mobile cellular subscriptions (per 100 people),2013,148.912
Poland,POL,Electric power consumption (kWh per capita),2013,3938.25520772816
Poland,POL,Secure Internet servers (per 1 million people),2013,517.741811845554
Portugal,PRT,Container port traffic (TEU: 20 foot equivalent units),2013,2353948
Portugal,PRT,Fixed broadband subscriptions (per 100 people),2013,24.5103
Portugal,PRT,Mobile cellular subscriptions (per 100 people),2013,114.655
Portugal,PRT,Electric power consumption (kWh per capita),2013,4685.15041413673
Portugal,PRT,Secure Internet servers (per 1 million people),2013,422.671446105326
Puerto Rico (US),PRI,Container port traffic (TEU: 20 foot equivalent units),2013,1269902
Puerto Rico (US),PRI,Fixed broadband subscriptions (per 100 people),2013,16.6789
Puerto Rico (US),PRI,Mobile cellular subscriptions (per 100 people),2013,85.5377
Puerto Rico (US),PRI,Secure Internet servers (per 1 million people),2013,183.123604026737
Qatar,QAT,Container port traffic (TEU: 20 foot equivalent units),2013,390000
Qatar,QAT,Fixed broadband subscriptions (per 100 people),2013,10.6013
Qatar,QAT,Mobile cellular subscriptions (per 100 people),2013,162.86
Qatar,QAT,Electric power consumption (kWh per capita),2013,16963.347397708
Qatar,QAT,Secure Internet servers (per 1 million people),2013,253.597060361318
Romania,ROU,Container port traffic (TEU: 20 foot equivalent units),2013,661124
Romania,ROU,Fixed broadband subscriptions (per 100 people),2013,18.8919
Romania,ROU,Mobile cellular subscriptions (per 100 people),2013,114.191
Romania,ROU,Electric power consumption (kWh per capita),2013,2494.53391823023
Romania,ROU,Secure Internet servers (per 1 million people),2013,175.893414695672
Russian Federation,RUS,Container port traffic (TEU: 20 foot equivalent units),2013,5065880
Russian Federation,RUS,Fixed broadband subscriptions (per 100 people),2013,16.4209
Russian Federation,RUS,Mobile cellular subscriptions (per 100 people),2013,150.964
Russian Federation,RUS,Electric power consumption (kWh per capita),2013,6525.62731928494
Russian Federation,RUS,Secure Internet servers (per 1 million people),2013,79.5657260670128
Rwanda,RWA,Fixed broadband subscriptions (per 100 people),2013,0.0250691
Rwanda,RWA,Mobile cellular subscriptions (per 100 people),2013,60.2989
Rwanda,RWA,Electric power consumption (kWh per capita),2013,33.1730569873456
Rwanda,RWA,Secure Internet servers (per 1 million people),2013,3.9663437702261
Samoa,WSM,Container port traffic (TEU: 20 foot equivalent units),2013,24006
Samoa,WSM,Fixed broadband subscriptions (per 100 people),2013,0.624407
Samoa,WSM,Mobile cellular subscriptions (per 100 people),2013,50.3798
Samoa,WSM,Secure Internet servers (per 1 million people),2013,70.6114955514758
San Marino,SMR,Fixed broadband subscriptions (per 100 people),2013,30.4313
San Marino,SMR,Mobile cellular subscriptions (per 100 people),2013,109.399
San Marino,SMR,Secure Internet servers (per 1 million people),2013,2088.31451832572
Sao Tome and Principe,STP,Container port traffic (TEU: 20 foot equivalent units),2013,83154.38
Sao Tome and Principe,STP,Fixed broadband subscriptions (per 100 people),2013,0.506347
Sao Tome and Principe,STP,Mobile cellular subscriptions (per 100 people),2013,64.8875
Sao Tome and Principe,STP,Secure Internet servers (per 1 million people),2013,10.3547538675006
Saudi Arabia,SAU,Container port traffic (TEU: 20 foot equivalent units),2013,6757693
Saudi Arabia,SAU,Mobile cellular subscriptions (per 100 people),2013,189.476
Saudi Arabia,SAU,Electric power consumption (kWh per capita),2013,10244.6770569538
Saudi Arabia,SAU,Secure Internet servers (per 1 million people),2013,56.3278227153457
Senegal,SEN,Container port traffic (TEU: 20 foot equivalent units),2013,454050
Senegal,SEN,Fixed broadband subscriptions (per 100 people),2013,0.778457
Senegal,SEN,Mobile cellular subscriptions (per 100 people),2013,95.7911
Senegal,SEN,Electric power consumption (kWh per capita),2013,238.934875586479
Senegal,SEN,Secure Internet servers (per 1 million people),2013,2.18804831123149
Serbia,SRB,Fixed broadband subscriptions (per 100 people),2013,16.4164
Serbia,SRB,Mobile cellular subscriptions (per 100 people),2013,128.668
Serbia,SRB,Electric power consumption (kWh per capita),2013,4442.72162642208
Serbia,SRB,Secure Internet servers (per 1 million people),2013,67.5359548725866
Seychelles,SYC,Container port traffic (TEU: 20 foot equivalent units),2013,135338.1
Seychelles,SYC,Fixed broadband subscriptions (per 100 people),2013,12.1566
Seychelles,SYC,Mobile cellular subscriptions (per 100 people),2013,133.986
Seychelles,SYC,Secure Internet servers (per 1 million people),2013,355.757151274611
Sierra Leone,SLE,Container port traffic (TEU: 20 foot equivalent units),2013,86250
Sierra Leone,SLE,Mobile cellular subscriptions (per 100 people),2013,59.5766
Sierra Leone,SLE,Secure Internet servers (per 1 million people),2013,1.04258963776117
Singapore,SGP,Container port traffic (TEU: 20 foot equivalent units),2013,32578700
Singapore,SGP,Fixed broadband subscriptions (per 100 people),2013,27.7296
Singapore,SGP,Mobile cellular subscriptions (per 100 people),2013,156.679
Singapore,SGP,Electric power consumption (kWh per capita),2013,8680.60636076487
Singapore,SGP,Secure Internet servers (per 1 million people),2013,2549.46971400377
Sint Maarten (Dutch part),SXM,Container port traffic (TEU: 20 foot equivalent units),2013,80655
Sint Maarten (Dutch part),SXM,Secure Internet servers (per 1 million people),2013,334.690690020639
Slovak Republic,SVK,Fixed broadband subscriptions (per 100 people),2013,20.4986
Slovak Republic,SVK,Mobile cellular subscriptions (per 100 people),2013,114.749
Slovak Republic,SVK,Electric power consumption (kWh per capita),2013,5202.46728807607
Slovak Republic,SVK,Secure Internet servers (per 1 million people),2013,493.775345702778
Slovenia,SVN,Container port traffic (TEU: 20 foot equivalent units),2013,600441
Slovenia,SVN,Fixed broadband subscriptions (per 100 people),2013,25.5111
Slovenia,SVN,Mobile cellular subscriptions (per 100 people),2013,111.045
Slovenia,SVN,Electric power consumption (kWh per capita),2013,6779.28088650566
Slovenia,SVN,Secure Internet servers (per 1 million people),2013,1215.56171427212
Solomon Islands,SLB,Container port traffic (TEU: 20 foot equivalent units),2013,143879.5
Solomon Islands,SLB,Fixed broadband subscriptions (per 100 people),2013,0.316668
Solomon Islands,SLB,Mobile cellular subscriptions (per 100 people),2013,54.3084
Solomon Islands,SLB,Secure Internet servers (per 1 million people),2013,15.1274487557673
Somalia,SOM,Container port traffic (TEU: 20 foot equivalent units),2013,37679.92
Somalia,SOM,Fixed broadband subscriptions (per 100 people),2013,0.466215
Somalia,SOM,Mobile cellular subscriptions (per 100 people),2013,40.2732
Somalia,SOM,Secure Internet servers (per 1 million people),2013,0.155405057844094
South Africa,ZAF,Container port traffic (TEU: 20 foot equivalent units),2013,4693942
South Africa,ZAF,Fixed broadband subscriptions (per 100 people),2013,2.954
South Africa,ZAF,Mobile cellular subscriptions (per 100 people),2013,140.576
South Africa,ZAF,Electric power consumption (kWh per capita),2013,4207.92039823997
South Africa,ZAF,Secure Internet servers (per 1 million people),2013,170.047651565668
South Sudan,SSD,Fixed broadband subscriptions (per 100 people),2013,0.000895554
South Sudan,SSD,Mobile cellular subscriptions (per 100 people),2013,25.5522
South Sudan,SSD,Electric power consumption (kWh per capita),2013,39.8521440677397
Spain,ESP,Container port traffic (TEU: 20 foot equivalent units),2013,13903835
Spain,ESP,Fixed broadband subscriptions (per 100 people),2013,26.1459
Spain,ESP,Mobile cellular subscriptions (per 100 people),2013,107.039
Spain,ESP,Electric power consumption (kWh per capita),2013,5411.22937919089
Spain,ESP,Secure Internet servers (per 1 million people),2013,488.496776374025
Sri Lanka,LKA,Container port traffic (TEU: 20 foot equivalent units),2013,4306206
Sri Lanka,LKA,Fixed broadband subscriptions (per 100 people),2013,1.9868
Sri Lanka,LKA,Mobile cellular subscriptions (per 100 people),2013,95.1136
Sri Lanka,LKA,Electric power consumption (kWh per capita),2013,525.722613553558
Sri Lanka,LKA,Secure Internet servers (per 1 million people),2013,11.5618168569347
St. Kitts and Nevis,KNA,Container port traffic (TEU: 20 foot equivalent units),2013,3064
St. Kitts and Nevis,KNA,Fixed broadband subscriptions (per 100 people),2013,28.2564
St. Kitts and Nevis,KNA,Mobile cellular subscriptions (per 100 people),2013,163.59
St. Kitts and Nevis,KNA,Secure Internet servers (per 1 million people),2013,701.098387473709
St. Lucia,LCA,Container port traffic (TEU: 20 foot equivalent units),2013,64415
St. Lucia,LCA,Fixed broadband subscriptions (per 100 people),2013,14.2494
St. Lucia,LCA,Mobile cellular subscriptions (per 100 people),2013,122.319
St. Lucia,LCA,Secure Internet servers (per 1 million people),2013,132.665009315391
St. Martin (French part),MAF,Secure Internet servers (per 1 million people),2013,53.4487827039739
St. Vincent and the Grenadines,VCT,Container port traffic (TEU: 20 foot equivalent units),2013,16826
St. Vincent and the Grenadines,VCT,Fixed broadband subscriptions (per 100 people),2013,13.5053
St. Vincent and the Grenadines,VCT,Mobile cellular subscriptions (per 100 people),2013,115.946
St. Vincent and the Grenadines,VCT,Secure Internet servers (per 1 million people),2013,64.733897443011
Sudan,SDN,Container port traffic (TEU: 20 foot equivalent units),2013,447495
Sudan,SDN,Fixed broadband subscriptions (per 100 people),2013,0.0680334
Sudan,SDN,Mobile cellular subscriptions (per 100 people),2013,73.1964
Sudan,SDN,Electric power consumption (kWh per capita),2013,233.685367238936
Sudan,SDN,Secure Internet servers (per 1 million people),2013,0.370509076030024
Suriname,SUR,Container port traffic (TEU: 20 foot equivalent units),2013,108020
Suriname,SUR,Fixed broadband subscriptions (per 100 people),2013,6.5191
Suriname,SUR,Mobile cellular subscriptions (per 100 people),2013,152.648
Suriname,SUR,Electric power consumption (kWh per capita),2013,3108.85381884644
Suriname,SUR,Secure Internet servers (per 1 million people),2013,33.3907419774349
Sweden,SWE,Container port traffic (TEU: 20 foot equivalent units),2013,1455537
Sweden,SWE,Fixed broadband subscriptions (per 100 people),2013,32.7855
Sweden,SWE,Mobile cellular subscriptions (per 100 people),2013,125.142
Sweden,SWE,Electric power consumption (kWh per capita),2013,13870.3899085651
Sweden,SWE,Secure Internet servers (per 1 million people),2013,2690.51878056064
Switzerland,CHE,Container port traffic (TEU: 20 foot equivalent units),2013,104945
Switzerland,CHE,Fixed broadband subscriptions (per 100 people),2013,42.4918
Switzerland,CHE,Mobile cellular subscriptions (per 100 people),2013,136.551
Switzerland,CHE,Electric power consumption (kWh per capita),2013,7806.44071844621
Switzerland,CHE,Secure Internet servers (per 1 million people),2013,3954.9550730059
Syrian Arab Republic,SYR,Container port traffic (TEU: 20 foot equivalent units),2013,194179
Syrian Arab Republic,SYR,Fixed broadband subscriptions (per 100 people),2013,1.59758
Syrian Arab Republic,SYR,Mobile cellular subscriptions (per 100 people),2013,56.7277
Syrian Arab Republic,SYR,Electric power consumption (kWh per capita),2013,892.881991471145
Syrian Arab Republic,SYR,Secure Internet servers (per 1 million people),2013,1.1999861355448
Tajikistan,TJK,Fixed broadband subscriptions (per 100 people),2013,0.0705877
Tajikistan,TJK,Mobile cellular subscriptions (per 100 people),2013,91.7288
Tajikistan,TJK,Electric power consumption (kWh per capita),2013,1660.39409380186
Tajikistan,TJK,Secure Internet servers (per 1 million people),2013,1.82554507124737
Tanzania,TZA,Container port traffic (TEU: 20 foot equivalent units),2013,553940
Tanzania,TZA,Fixed broadband subscriptions (per 100 people),2013,0.115568
Tanzania,TZA,Mobile cellular subscriptions (per 100 people),2013,56.2075
Tanzania,TZA,Electric power consumption (kWh per capita),2013,100.38069701931
Tanzania,TZA,Secure Internet servers (per 1 million people),2013,1.63853412804423
Thailand,THA,Container port traffic (TEU: 20 foot equivalent units),2013,8067988
Thailand,THA,Fixed broadband subscriptions (per 100 people),2013,7.43359
Thailand,THA,Mobile cellular subscriptions (per 100 people),2013,134.367
Thailand,THA,Electric power consumption (kWh per capita),2013,2449.17633035863
Thailand,THA,Secure Internet servers (per 1 million people),2013,37.926776094889
Timor-Leste,TLS,Container port traffic (TEU: 20 foot equivalent units),2013,41845
Timor-Leste,TLS,Fixed broadband subscriptions (per 100 people),2013,0.0604128
Timor-Leste,TLS,Mobile cellular subscriptions (per 100 people),2013,56.0976
Timor-Leste,TLS,Secure Internet servers (per 1 million people),2013,2.58911965616491
Togo,TGO,Container port traffic (TEU: 20 foot equivalent units),2013,311470
Togo,TGO,Fixed broadband subscriptions (per 100 people),2013,0.0949153
Togo,TGO,Mobile cellular subscriptions (per 100 people),2013,58.5139
Togo,TGO,Electric power consumption (kWh per capita),2013,86.8856000775245
Togo,TGO,Secure Internet servers (per 1 million people),2013,0.823560190308289
Tonga,TON,Container port traffic (TEU: 20 foot equivalent units),2013,74744.59
Tonga,TON,Fixed broadband subscriptions (per 100 people),2013,1.58763
Tonga,TON,Mobile cellular subscriptions (per 100 people),2013,53.6992
Tonga,TON,Secure Internet servers (per 1 million people),2013,28.0169595995443
Trinidad and Tobago,TTO,Container port traffic (TEU: 20 foot equivalent units),2013,574119
Trinidad and Tobago,TTO,Fixed broadband subscriptions (per 100 people),2013,15.0425
Trinidad and Tobago,TTO,Mobile cellular subscriptions (per 100 people),2013,137.604
Trinidad and Tobago,TTO,Electric power consumption (kWh per capita),2013,6915.78202195058
Trinidad and Tobago,TTO,Secure Internet servers (per 1 million people),2013,135.018503502649
Tunisia,TUN,Container port traffic (TEU: 20 foot equivalent units),2013,435718
Tunisia,TUN,Fixed broadband subscriptions (per 100 people),2013,4.66715
Tunisia,TUN,Mobile cellular subscriptions (per 100 people),2013,114.101
Tunisia,TUN,Electric power consumption (kWh per capita),2013,1401.62409242461
Tunisia,TUN,Secure Internet servers (per 1 million people),2013,15.2584589979626
Turkiye,TUR,Container port traffic (TEU: 20 foot equivalent units),2013,7977820
Turkiye,TUR,Fixed broadband subscriptions (per 100 people),2013,11.6401
Turkiye,TUR,Mobile cellular subscriptions (per 100 people),2013,91.1758
Turkiye,TUR,Electric power consumption (kWh per capita),2013,2747.58408745623
Turkiye,TUR,Secure Internet servers (per 1 million people),2013,263.251812032901
Turkmenistan,TKM,Fixed broadband subscriptions (per 100 people),2013,0.0303064
Turkmenistan,TKM,Mobile cellular subscriptions (per 100 people),2013,103.131
Turkmenistan,TKM,Electric power consumption (kWh per capita),2013,2296.21434431867
Turkmenistan,TKM,Secure Internet servers (per 1 million people),2013,0.336737695309968
Turks and Caicos Islands,TCA,Secure Internet servers (per 1 million people),2013,832.020919383116
Tuvalu,TUV,Container port traffic (TEU: 20 foot equivalent units),2013,24770.21
Tuvalu,TUV,Fixed broadband subscriptions (per 100 people),2013,4.09054
Tuvalu,TUV,Mobile cellular subscriptions (per 100 people),2013,30.9063
Uganda,UGA,Fixed broadband subscriptions (per 100 people),2013,0.117441
Uganda,UGA,Mobile cellular subscriptions (per 100 people),2013,51.1323
Uganda,UGA,Electric power consumption (kWh per capita),2013,61.7199368300267
Uganda,UGA,Secure Internet servers (per 1 million people),2013,1.86772848729104
Ukraine,UKR,Container port traffic (TEU: 20 foot equivalent units),2013,787881
Ukraine,UKR,Fixed broadband subscriptions (per 100 people),2013,8.85843
Ukraine,UKR,Mobile cellular subscriptions (per 100 people),2013,138.441
Ukraine,UKR,Electric power consumption (kWh per capita),2013,3550.4978995928
Ukraine,UKR,Secure Internet servers (per 1 million people),2013,53.2879280296453
United Arab Emirates,ARE,Container port traffic (TEU: 20 foot equivalent units),2013,18657222
United Arab Emirates,ARE,Fixed broadband subscriptions (per 100 people),2013,13.3038
United Arab Emirates,ARE,Mobile cellular subscriptions (per 100 people),2013,205.105
United Arab Emirates,ARE,Electric power consumption (kWh per capita),2013,13409.1491377066
United Arab Emirates,ARE,Secure Internet servers (per 1 million people),2013,329.25903977249
United Kingdom,GBR,Container port traffic (TEU: 20 foot equivalent units),2013,8248439
United Kingdom,GBR,Fixed broadband subscriptions (per 100 people),2013,35.782
United Kingdom,GBR,Mobile cellular subscriptions (per 100 people),2013,122.185
United Kingdom,GBR,Electric power consumption (kWh per capita),2013,5395.74985578197
United Kingdom,GBR,Secure Internet servers (per 1 million people),2013,2832.02107921857
United States,USA,Container port traffic (TEU: 20 foot equivalent units),2013,43934361
United States,USA,Fixed broadband subscriptions (per 100 people),2013,29.9996
United States,USA,Mobile cellular subscriptions (per 100 people),2013,97.0595
United States,USA,Electric power consumption (kWh per capita),2013,12972.2199687868
United States,USA,Secure Internet servers (per 1 million people),2013,4294.07370746707
Uruguay,URY,Container port traffic (TEU: 20 foot equivalent units),2013,826962
Uruguay,URY,Fixed broadband subscriptions (per 100 people),2013,22.033
Uruguay,URY,Mobile cellular subscriptions (per 100 people),2013,157.471
Uruguay,URY,Electric power consumption (kWh per capita),2013,3040.35139060728
Uruguay,URY,Secure Internet servers (per 1 million people),2013,115.384488916961
Uzbekistan,UZB,Fixed broadband subscriptions (per 100 people),2013,1.03048
Uzbekistan,UZB,Mobile cellular subscriptions (per 100 people),2013,72.332
Uzbekistan,UZB,Electric power consumption (kWh per capita),2013,1501.34243078798
Uzbekistan,UZB,Secure Internet servers (per 1 million people),2013,1.37935373240504
Vanuatu,VUT,Container port traffic (TEU: 20 foot equivalent units),2013,122539.9
Vanuatu,VUT,Fixed broadband subscriptions (per 100 people),2013,0.121816
Vanuatu,VUT,Mobile cellular subscriptions (per 100 people),2013,50.0012
Vanuatu,VUT,Secure Internet servers (per 1 million people),2013,137.534285332558
"Venezuela, RB",VEN,Container port traffic (TEU: 20 foot equivalent units),2013,1441673
"Venezuela, RB",VEN,Fixed broadband subscriptions (per 100 people),2013,7.46662
"Venezuela, RB",VEN,Mobile cellular subscriptions (per 100 people),2013,103.289
"Venezuela, RB",VEN,Electric power consumption (kWh per capita),2013,3259.2723543753
"Venezuela, RB",VEN,Secure Internet servers (per 1 million people),2013,14.8100116213459
Viet Nam,VNM,Container port traffic (TEU: 20 foot equivalent units),2013,8035812
Viet Nam,VNM,Fixed broadband subscriptions (per 100 people),2013,5.68886
Viet Nam,VNM,Mobile cellular subscriptions (per 100 people),2013,136.614
Viet Nam,VNM,Electric power consumption (kWh per capita),2013,1229.96778381361
Viet Nam,VNM,Secure Internet servers (per 1 million people),2013,14.1984755209449
Virgin Islands (U.S.),VIR,Fixed broadband subscriptions (per 100 people),2013,8.82151
Virgin Islands (U.S.),VIR,Secure Internet servers (per 1 million people),2013,675.669421793578
West Bank and Gaza,PSE,Fixed broadband subscriptions (per 100 people),2013,4.93748
West Bank and Gaza,PSE,Mobile cellular subscriptions (per 100 people),2013,73.9291
West Bank and Gaza,PSE,Secure Internet servers (per 1 million people),2013,14.7177575632103
"Yemen, Rep.",YEM,Container port traffic (TEU: 20 foot equivalent units),2013,290011
"Yemen, Rep.",YEM,Fixed broadband subscriptions (per 100 people),2013,0.876063
